id,IP,account,group,id,port,ret,switchIP,time,url,vlan
1002984,192.168.153.132,xiaojiawei@qq.com,大一,2985,37824,0.998,192.168.248.231,2023/04/21 18:37,http://www.92.org,700
1002985,192.168.234.33,xiaojiawei@qq.com,大二,2986,60974,0.6099,192.168.21.132,2023/04/21 16:08,http://www.31.net,700
1002986,192.168.217.187,xiaojiawei@qq.com,大三,2987,43220,0.4616,192.168.158.133,2023/04/21 18:53,http://www.14.org,700
1002987,192.168.182.80,xiaojiawei@qq.com,大一,2988,64430,0.9828,192.168.245.155,2023/04/21 16:45,https://www.98.com,700
1002988,192.168.166.2,xiaojiawei@qq.com,大二,2989,45290,0.4621,192.168.121.245,2023/04/21 18:33,https://53.com,700
1002989,192.168.111.163,xiaojiawei@qq.com,大三,2990,19571,0.8143,192.168.110.77,2023/04/21 16:28,https://www.13.org,700
1002990,192.168.240.24,xiaojiawei@qq.com,大一,2991,50327,0.1933,192.168.108.218,2023/04/21 16:43,http://92.cn,700
1002991,192.168.66.141,xiaojiawei@qq.com,大二,2992,56600,0.0695,192.168.186.214,2023/04/21 18:50,http://www.60.cn,700
1002992,192.168.62.235,xiaojiawei@qq.com,大二,2993,28206,0.2462,192.168.69.198,2023/04/21 16:04,http://46.com,700
1002993,192.168.16.172,xiaojiawei@qq.com,大二,2994,24170,0.7728,192.168.236.37,2023/04/21 18:16,https://www.64.org,700
1002994,192.168.78.244,xiaojiawei@qq.com,大二,2995,56935,0.9187,192.168.155.28,2023/04/21 18:32,https://www.88.cn,700
1002995,192.168.217.103,xiaojiawei@qq.com,大三,2996,47585,0.8479,192.168.65.192,2023/04/21 18:01,http://58.org,700
1002996,192.168.186.227,xiaojiawei@qq.com,大一,2997,10428,0.1247,192.168.1.144,2023/04/21 16:36,https://94.com,700
1002997,192.168.209.66,xiaojiawei@qq.com,大三,2998,22751,0.976,192.168.205.197,2023/04/21 18:50,https://www.74.net,700
1002998,192.168.166.192,xiaojiawei@qq.com,大三,2999,38305,0.614,192.168.139.228,2023/04/21 16:45,https://www.98.org,700
1002999,192.168.187.219,xiaojiawei@qq.com,大一,3000,39909,0.3343,192.168.146.154,2023/04/21 18:54,https://www.82.cn,700
1003000,192.168.131.86,xiaojiawei@qq.com,大二,3001,59886,0.9436,192.168.233.35,2023/04/21 16:41,https://www.47.org,700
1003001,192.168.162.224,xiaojiawei@qq.com,大一,3002,29630,0.7699,192.168.8.39,2023/04/21 16:09,https://30.org,700
1003002,192.168.59.60,xiaojiawei@qq.com,大一,3003,19643,0.3056,192.168.52.68,2023/04/21 16:23,http://www.11.net,700
1003003,192.168.223.27,xiaojiawei@qq.com,大三,3004,48935,0.1674,192.168.200.19,2023/04/21 17:05,https://27.com,700
1003004,192.168.140.224,xiaojiawei@qq.com,大三,3005,57679,0.3301,192.168.142.113,2023/04/21 17:36,http://www.79.org,700
1003005,192.168.2.123,xiaojiawei@qq.com,大四,3006,12784,0.5235,192.168.40.10,2023/04/21 16:50,https://45.net,700
1003006,192.168.86.27,xiaojiawei@qq.com,大二,3007,54479,0.1223,192.168.107.3,2023/04/21 16:38,http://www.62.cn,700
1003007,192.168.135.209,xiaojiawei@qq.com,大一,3008,17028,0.5932,192.168.145.126,2023/04/21 16:24,http://www.27.org,700
1003008,192.168.129.74,xiaojiawei@qq.com,大二,3009,14612,0.8975,192.168.185.18,2023/04/21 17:35,https://www.72.org,700
1003009,192.168.42.30,xiaojiawei@qq.com,大一,3010,29798,0.7883,192.168.212.36,2023/04/21 16:14,https://73.org,700
1003010,192.168.82.155,xiaojiawei@qq.com,大二,3011,37966,0.0672,192.168.2.215,2023/04/21 18:49,https://95.org,700
1003011,192.168.203.250,xiaojiawei@qq.com,大四,3012,29631,0.5585,192.168.86.18,2023/04/21 18:23,https://1.com,700
1003012,192.168.133.95,xiaojiawei@qq.com,大二,3013,35486,0.7127,192.168.6.237,2023/04/21 17:48,http://25.org,700
1003013,192.168.18.39,xiaojiawei@qq.com,大四,3014,22457,0.4103,192.168.41.182,2023/04/21 16:58,http://45.net,700
1003014,192.168.224.18,xiaojiawei@qq.com,大三,3015,63234,0.2365,192.168.193.155,2023/04/21 17:01,http://www.8.cn,700
1003015,192.168.164.155,xiaojiawei@qq.com,大三,3016,53535,0.9888,192.168.61.1,2023/04/21 16:55,https://29.org,700
1003016,192.168.233.170,xiaojiawei@qq.com,大三,3017,42749,0.1915,192.168.32.78,2023/04/21 17:53,http://www.86.net,700
1003017,192.168.15.17,xiaojiawei@qq.com,大四,3018,50634,0.7526,192.168.246.159,2023/04/21 18:46,http://www.37.com,700
1003018,192.168.143.149,xiaojiawei@qq.com,大二,3019,48032,0.5674,192.168.229.35,2023/04/21 17:23,http://www.86.org,700
1003019,192.168.187.3,xiaojiawei@qq.com,大三,3020,33595,0.9102,192.168.35.128,2023/04/21 17:31,https://www.57.org,700
1003020,192.168.21.145,xiaojiawei@qq.com,大三,3021,16742,0.5613,192.168.241.91,2023/04/21 16:19,https://www.53.net,700
1003021,192.168.237.59,xiaojiawei@qq.com,大一,3022,58295,0.7627,192.168.140.82,2023/04/21 18:23,https://www.17.net,700
1003022,192.168.73.208,xiaojiawei@qq.com,大三,3023,15417,0.529,192.168.17.101,2023/04/21 18:46,https://www.29.cn,700
1003023,192.168.120.14,xiaojiawei@qq.com,大三,3024,57247,0.8028,192.168.56.10,2023/04/21 18:26,https://www.35.org,700
1003024,192.168.151.65,xiaojiawei@qq.com,大三,3025,60574,0.5273,192.168.255.180,2023/04/21 18:51,https://www.33.cn,700
1003025,192.168.159.205,xiaojiawei@qq.com,大四,3026,18135,0.521,192.168.133.152,2023/04/21 16:22,http://9.net,700
1003026,192.168.191.22,xiaojiawei@qq.com,大二,3027,21632,0.0175,192.168.1.238,2023/04/21 18:30,https://53.com,700
1003027,192.168.180.179,xiaojiawei@qq.com,大四,3028,15603,0.6048,192.168.170.32,2023/04/21 17:52,http://28.net,700
1003028,192.168.245.169,xiaojiawei@qq.com,大四,3029,30326,0.7614,192.168.198.121,2023/04/21 17:12,https://15.com,700
1003029,192.168.232.134,xiaojiawei@qq.com,大一,3030,14563,0.8751,192.168.80.117,2023/04/21 16:30,http://81.cn,700
1003030,192.168.236.0,xiaojiawei@qq.com,大二,3031,55407,0.4911,192.168.137.107,2023/04/21 16:05,http://www.27.org,700
1003031,192.168.248.181,xiaojiawei@qq.com,大二,3032,51142,0.343,192.168.27.210,2023/04/21 17:32,http://www.61.cn,700
1003032,192.168.192.72,xiaojiawei@qq.com,大三,3033,40830,0.5023,192.168.76.227,2023/04/21 16:44,http://18.net,700
1003033,192.168.255.52,xiaojiawei@qq.com,大一,3034,30102,0.4544,192.168.216.173,2023/04/21 16:55,https://4.com,700
1003034,192.168.65.217,xiaojiawei@qq.com,大四,3035,54423,0.5822,192.168.192.131,2023/04/21 16:41,http://www.11.org,700
1003035,192.168.130.65,xiaojiawei@qq.com,大三,3036,29305,0.7906,192.168.119.74,2023/04/21 18:30,https://www.97.cn,700
1003036,192.168.2.134,xiaojiawei@qq.com,大一,3037,44103,0.379,192.168.113.20,2023/04/21 17:20,https://91.cn,700
1003037,192.168.199.72,xiaojiawei@qq.com,大四,3038,49551,0.3059,192.168.198.11,2023/04/21 18:24,https://www.53.com,700
1003038,192.168.52.18,xiaojiawei@qq.com,大一,3039,30055,0.8324,192.168.74.189,2023/04/21 16:04,http://59.com,700
1003039,192.168.206.28,xiaojiawei@qq.com,大二,3040,29392,0.0265,192.168.227.191,2023/04/21 18:25,http://28.cn,700
1003040,192.168.18.164,xiaojiawei@qq.com,大二,3041,42448,0.241,192.168.248.203,2023/04/21 16:28,https://47.cn,700
1003041,192.168.191.142,xiaojiawei@qq.com,大三,3042,64274,0.165,192.168.64.50,2023/04/21 17:54,http://www.2.net,700
1003042,192.168.62.130,xiaojiawei@qq.com,大三,3043,58861,0.0701,192.168.135.88,2023/04/21 17:09,https://www.5.net,700
1003043,192.168.0.210,xiaojiawei@qq.com,大一,3044,15134,0.1152,192.168.98.242,2023/04/21 18:06,http://www.86.cn,700
1003044,192.168.240.183,xiaojiawei@qq.com,大三,3045,32071,0.345,192.168.97.137,2023/04/21 18:00,https://71.org,700
1003045,192.168.19.3,xiaojiawei@qq.com,大一,3046,40877,0.7637,192.168.31.56,2023/04/21 16:08,https://www.59.org,700
1003046,192.168.184.238,xiaojiawei@qq.com,大四,3047,29642,0.6019,192.168.107.255,2023/04/21 17:02,https://www.70.cn,700
1003047,192.168.114.32,xiaojiawei@qq.com,大二,3048,57096,0.0186,192.168.28.137,2023/04/21 17:59,http://96.net,700
1003048,192.168.43.132,xiaojiawei@qq.com,大一,3049,23973,0.3755,192.168.205.66,2023/04/21 17:24,https://www.95.org,700
1003049,192.168.222.54,xiaojiawei@qq.com,大一,3050,65221,0.1929,192.168.45.50,2023/04/21 16:33,https://www.3.net,700
1003050,192.168.212.109,xiaojiawei@qq.com,大二,3051,32377,0.7858,192.168.138.5,2023/04/21 17:35,http://50.cn,700
1003051,192.168.215.23,xiaojiawei@qq.com,大三,3052,31378,0.9929,192.168.248.1,2023/04/21 17:00,https://40.cn,700
1003052,192.168.246.14,xiaojiawei@qq.com,大一,3053,13719,0.3338,192.168.119.189,2023/04/21 18:49,https://73.cn,700
1003053,192.168.75.147,xiaojiawei@qq.com,大四,3054,14848,0.0833,192.168.120.175,2023/04/21 16:53,http://www.95.cn,700
1003054,192.168.199.5,xiaojiawei@qq.com,大二,3055,52282,0.2177,192.168.77.160,2023/04/21 18:11,https://87.org,700
1003055,192.168.48.82,xiaojiawei@qq.com,大二,3056,25292,0.6647,192.168.53.224,2023/04/21 17:06,https://73.cn,700
1003056,192.168.100.54,xiaojiawei@qq.com,大二,3057,35504,0.459,192.168.18.170,2023/04/21 17:44,http://www.88.com,700
1003057,192.168.240.178,xiaojiawei@qq.com,大四,3058,27361,0.5142,192.168.126.105,2023/04/21 18:19,http://76.com,700
1003058,192.168.158.26,xiaojiawei@qq.com,大四,3059,51973,0.4415,192.168.92.105,2023/04/21 16:15,http://www.47.net,700
1003059,192.168.99.67,xiaojiawei@qq.com,大三,3060,57072,0.4845,192.168.143.85,2023/04/21 18:30,https://www.17.org,700
1003060,192.168.35.216,xiaojiawei@qq.com,大四,3061,43712,0.3613,192.168.127.243,2023/04/21 18:06,http://www.14.org,700
1003061,192.168.80.238,xiaojiawei@qq.com,大一,3062,37724,0.6163,192.168.74.3,2023/04/21 17:05,https://www.71.org,700
1003062,192.168.61.122,xiaojiawei@qq.com,大三,3063,22451,0.9787,192.168.180.83,2023/04/21 18:16,https://80.cn,700
1003063,192.168.138.150,xiaojiawei@qq.com,大二,3064,37486,0.161,192.168.58.61,2023/04/21 16:38,https://www.20.org,700
1003064,192.168.113.11,xiaojiawei@qq.com,大一,3065,30356,0.8119,192.168.104.241,2023/04/21 18:55,http://www.41.cn,700
1003065,192.168.200.219,xiaojiawei@qq.com,大四,3066,37540,0.9074,192.168.206.136,2023/04/21 16:41,https://79.cn,700
1003066,192.168.193.100,xiaojiawei@qq.com,大三,3067,18365,0.2087,192.168.175.122,2023/04/21 18:11,https://www.34.org,700
1003067,192.168.124.103,xiaojiawei@qq.com,大二,3068,56706,0.7265,192.168.24.112,2023/04/21 18:09,https://www.45.com,700
1003068,192.168.129.255,xiaojiawei@qq.com,大二,3069,26258,0.9508,192.168.144.135,2023/04/21 17:11,http://64.cn,700
1003069,192.168.52.48,xiaojiawei@qq.com,大二,3070,47950,0.3713,192.168.151.204,2023/04/21 16:19,https://42.org,700
1003070,192.168.80.146,xiaojiawei@qq.com,大三,3071,60129,0.9237,192.168.225.233,2023/04/21 16:03,http://69.com,700
1003071,192.168.54.192,xiaojiawei@qq.com,大一,3072,34315,0.0237,192.168.170.94,2023/04/21 18:58,http://www.95.cn,700
1003072,192.168.157.151,xiaojiawei@qq.com,大二,3073,53570,0.8648,192.168.226.15,2023/04/21 16:38,http://96.net,700
1003073,192.168.104.178,xiaojiawei@qq.com,大一,3074,61690,0.1757,192.168.254.242,2023/04/21 18:45,https://www.78.net,700
1003074,192.168.7.34,xiaojiawei@qq.com,大二,3075,29210,0.8355,192.168.97.123,2023/04/21 18:45,https://www.39.org,700
1003075,192.168.122.14,xiaojiawei@qq.com,大一,3076,33982,0.6053,192.168.203.181,2023/04/21 16:54,http://www.40.com,700
1003076,192.168.42.194,xiaojiawei@qq.com,大四,3077,14465,0.2141,192.168.131.59,2023/04/21 17:07,http://24.cn,700
1003077,192.168.142.233,xiaojiawei@qq.com,大二,3078,17232,0.6038,192.168.211.156,2023/04/21 17:12,http://www.74.cn,700
1003078,192.168.85.25,xiaojiawei@qq.com,大一,3079,26730,0.1147,192.168.254.12,2023/04/21 16:39,https://68.cn,700
1003079,192.168.51.127,xiaojiawei@qq.com,大四,3080,55618,0.3675,192.168.24.13,2023/04/21 17:18,http://www.36.cn,700
1003080,192.168.129.1,xiaojiawei@qq.com,大三,3081,53719,0.7165,192.168.198.140,2023/04/21 17:30,http://77.net,700
1003081,192.168.85.11,xiaojiawei@qq.com,大三,3082,59650,0.7833,192.168.214.1,2023/04/21 17:25,https://www.10.net,700
1003082,192.168.89.104,xiaojiawei@qq.com,大二,3083,36567,0.849,192.168.145.167,2023/04/21 17:26,http://29.org,700
1003083,192.168.24.12,xiaojiawei@qq.com,大一,3084,18638,0.9283,192.168.13.46,2023/04/21 16:39,https://www.24.org,700
1003084,192.168.95.162,xiaojiawei@qq.com,大一,3085,44079,0.7041,192.168.252.229,2023/04/21 17:24,http://www.90.org,700
1003085,192.168.93.59,xiaojiawei@qq.com,大一,3086,48140,0.269,192.168.70.204,2023/04/21 18:45,http://91.org,700
1003086,192.168.138.222,xiaojiawei@qq.com,大二,3087,20574,0.74,192.168.75.214,2023/04/21 16:47,https://98.net,700
1003087,192.168.99.156,xiaojiawei@qq.com,大一,3088,41769,0.3599,192.168.89.52,2023/04/21 17:37,https://www.39.org,700
1003088,192.168.33.88,xiaojiawei@qq.com,大四,3089,10756,0.26,192.168.39.89,2023/04/21 18:04,https://www.38.cn,700
1003089,192.168.81.51,xiaojiawei@qq.com,大二,3090,44498,0.7131,192.168.159.33,2023/04/21 16:19,http://21.net,700
1003090,192.168.95.2,xiaojiawei@qq.com,大四,3091,33514,0.7099,192.168.187.73,2023/04/21 17:52,https://48.org,700
1003091,192.168.235.181,xiaojiawei@qq.com,大二,3092,63259,0.1949,192.168.101.107,2023/04/21 16:09,https://www.20.net,700
1003092,192.168.233.29,xiaojiawei@qq.com,大二,3093,33079,0.147,192.168.244.146,2023/04/21 16:25,https://88.org,700
1003093,192.168.218.230,xiaojiawei@qq.com,大三,3094,44176,0.6273,192.168.59.69,2023/04/21 17:32,http://66.org,700
1003094,192.168.42.66,xiaojiawei@qq.com,大四,3095,37327,0.2503,192.168.251.114,2023/04/21 18:46,https://83.org,700
1003095,192.168.2.103,xiaojiawei@qq.com,大一,3096,62829,0.6752,192.168.222.250,2023/04/21 16:09,http://www.42.net,700
1003096,192.168.119.95,xiaojiawei@qq.com,大三,3097,41907,0.07,192.168.176.22,2023/04/21 17:39,https://83.cn,700
1003097,192.168.148.137,xiaojiawei@qq.com,大三,3098,40429,0.8576,192.168.175.81,2023/04/21 17:46,http://19.cn,700
1003098,192.168.52.237,xiaojiawei@qq.com,大三,3099,56954,0.5346,192.168.222.56,2023/04/21 17:25,http://www.20.com,700
1003099,192.168.113.81,xiaojiawei@qq.com,大一,3100,35770,0.3634,192.168.118.5,2023/04/21 16:07,https://www.83.com,700
1003100,192.168.32.69,xiaojiawei@qq.com,大二,3101,21731,0.0287,192.168.20.59,2023/04/21 18:28,https://www.100.com,700
1003101,192.168.216.182,xiaojiawei@qq.com,大二,3102,31158,0.9069,192.168.103.92,2023/04/21 18:56,https://www.93.net,700
1003102,192.168.87.219,xiaojiawei@qq.com,大一,3103,15858,0.1764,192.168.123.222,2023/04/21 17:20,https://60.com,700
1003103,192.168.215.164,xiaojiawei@qq.com,大四,3104,15303,0.4831,192.168.57.128,2023/04/21 17:21,https://www.91.net,700
1003104,192.168.2.159,xiaojiawei@qq.com,大三,3105,27151,0.3384,192.168.24.210,2023/04/21 17:37,https://78.com,700
1003105,192.168.238.45,xiaojiawei@qq.com,大一,3106,25611,0.1188,192.168.193.133,2023/04/21 17:20,http://www.56.net,700
1003106,192.168.156.241,xiaojiawei@qq.com,大三,3107,40377,0.6897,192.168.133.97,2023/04/21 18:23,http://www.36.cn,700
1003107,192.168.77.98,xiaojiawei@qq.com,大一,3108,51165,0.5474,192.168.93.236,2023/04/21 16:13,https://www.9.cn,700
1003108,192.168.50.225,xiaojiawei@qq.com,大一,3109,26858,0.9237,192.168.155.10,2023/04/21 17:54,https://90.org,700
1003109,192.168.44.210,xiaojiawei@qq.com,大二,3110,64914,0.16,192.168.141.106,2023/04/21 18:12,http://www.48.com,700
1003110,192.168.20.113,xiaojiawei@qq.com,大三,3111,27014,0.7896,192.168.159.211,2023/04/21 16:07,http://40.org,700
1003111,192.168.173.199,xiaojiawei@qq.com,大一,3112,15257,0.4686,192.168.159.140,2023/04/21 17:40,https://37.org,700
1003112,192.168.68.224,xiaojiawei@qq.com,大三,3113,52867,0.8367,192.168.226.149,2023/04/21 16:56,https://www.21.org,700
1003113,192.168.92.101,xiaojiawei@qq.com,大四,3114,21809,0.7236,192.168.154.104,2023/04/21 16:20,http://83.com,700
1003114,192.168.21.90,xiaojiawei@qq.com,大二,3115,31680,0.6621,192.168.218.72,2023/04/21 18:12,http://www.56.net,700
1003115,192.168.34.117,xiaojiawei@qq.com,大二,3116,63083,0.3966,192.168.149.180,2023/04/21 17:05,http://83.com,700
1003116,192.168.144.209,xiaojiawei@qq.com,大三,3117,57151,0.2553,192.168.119.100,2023/04/21 16:46,http://4.cn,700
1003117,192.168.78.235,xiaojiawei@qq.com,大二,3118,62647,0.9786,192.168.220.35,2023/04/21 18:27,http://82.net,700
1003118,192.168.98.58,xiaojiawei@qq.com,大一,3119,21207,0.2711,192.168.216.146,2023/04/21 17:45,http://www.61.cn,700
1003119,192.168.210.101,xiaojiawei@qq.com,大三,3120,34956,0.7029,192.168.149.236,2023/04/21 18:51,https://65.com,700
1003120,192.168.156.219,xiaojiawei@qq.com,大二,3121,40948,0.1822,192.168.183.116,2023/04/21 16:35,http://www.23.com,700
1003121,192.168.47.87,xiaojiawei@qq.com,大一,3122,54953,0.1141,192.168.12.237,2023/04/21 16:33,https://23.net,700
1003122,192.168.56.44,xiaojiawei@qq.com,大二,3123,37643,0.7015,192.168.12.103,2023/04/21 18:44,https://www.85.com,700
1003123,192.168.209.174,xiaojiawei@qq.com,大四,3124,58789,0.0479,192.168.124.207,2023/04/21 17:18,http://www.15.net,700
1003124,192.168.75.251,xiaojiawei@qq.com,大四,3125,26668,0.5667,192.168.223.184,2023/04/21 17:10,https://www.69.org,700
1003125,192.168.159.212,xiaojiawei@qq.com,大一,3126,26719,0.8076,192.168.144.9,2023/04/21 17:47,https://www.72.org,700
1003126,192.168.148.214,xiaojiawei@qq.com,大三,3127,33733,0.7135,192.168.221.49,2023/04/21 16:52,https://95.cn,700
1003127,192.168.198.63,xiaojiawei@qq.com,大一,3128,24431,0.7754,192.168.186.78,2023/04/21 16:45,https://34.org,700
1003128,192.168.174.165,xiaojiawei@qq.com,大二,3129,51932,0.1441,192.168.4.212,2023/04/21 16:55,http://www.47.net,700
1003129,192.168.85.72,xiaojiawei@qq.com,大三,3130,40048,0.1833,192.168.99.27,2023/04/21 17:37,http://www.69.net,700
1003130,192.168.106.184,xiaojiawei@qq.com,大二,3131,44387,0.7737,192.168.250.6,2023/04/21 18:32,https://65.com,700
1003131,192.168.20.221,xiaojiawei@qq.com,大三,3132,33307,0.0793,192.168.226.23,2023/04/21 17:25,https://www.86.org,700
1003132,192.168.198.56,xiaojiawei@qq.com,大三,3133,23415,0.3712,192.168.166.58,2023/04/21 16:41,http://73.net,700
1003133,192.168.129.225,xiaojiawei@qq.com,大二,3134,53882,0.3699,192.168.163.15,2023/04/21 17:02,http://18.net,700
1003134,192.168.53.157,xiaojiawei@qq.com,大二,3135,44401,0.287,192.168.1.109,2023/04/21 16:41,https://30.cn,700
1003135,192.168.48.109,xiaojiawei@qq.com,大四,3136,36518,0.6232,192.168.207.1,2023/04/21 18:28,http://www.91.org,700
1003136,192.168.207.82,xiaojiawei@qq.com,大三,3137,57033,0.6829,192.168.67.168,2023/04/21 16:21,https://www.66.net,700
1003137,192.168.60.102,xiaojiawei@qq.com,大三,3138,36820,0.5482,192.168.115.94,2023/04/21 17:47,https://www.48.org,700
1003138,192.168.204.190,xiaojiawei@qq.com,大一,3139,21816,0.5258,192.168.106.232,2023/04/21 18:22,https://www.51.net,700
1003139,192.168.235.223,xiaojiawei@qq.com,大四,3140,39406,0.1473,192.168.247.144,2023/04/21 17:55,https://www.78.cn,700
1003140,192.168.79.98,xiaojiawei@qq.com,大一,3141,37119,0.4956,192.168.9.225,2023/04/21 18:23,http://www.6.com,700
1003141,192.168.229.122,xiaojiawei@qq.com,大三,3142,42347,0.3047,192.168.249.159,2023/04/21 17:01,https://7.cn,700
1003142,192.168.88.94,xiaojiawei@qq.com,大一,3143,18598,0.3436,192.168.190.226,2023/04/21 18:52,https://www.95.com,700
1003143,192.168.117.95,xiaojiawei@qq.com,大一,3144,30259,0.4179,192.168.81.148,2023/04/21 17:37,http://www.72.net,700
1003144,192.168.78.29,xiaojiawei@qq.com,大二,3145,52343,0.0776,192.168.160.16,2023/04/21 16:28,https://www.88.cn,700
1003145,192.168.137.161,xiaojiawei@qq.com,大二,3146,16984,0.2335,192.168.145.193,2023/04/21 17:54,http://www.98.cn,700
1003146,192.168.13.70,xiaojiawei@qq.com,大三,3147,39206,0.8989,192.168.22.195,2023/04/21 18:58,https://97.org,700
1003147,192.168.130.42,xiaojiawei@qq.com,大四,3148,37389,0.3764,192.168.16.138,2023/04/21 17:40,http://www.41.cn,700
1003148,192.168.193.9,xiaojiawei@qq.com,大一,3149,27641,0.0076,192.168.69.23,2023/04/21 18:30,https://76.cn,700
1003149,192.168.210.171,xiaojiawei@qq.com,大三,3150,12810,0.421,192.168.6.107,2023/04/21 17:06,https://www.6.cn,700
1003150,192.168.170.108,xiaojiawei@qq.com,大一,3151,60016,0.0475,192.168.85.97,2023/04/21 17:50,http://1.net,700
1003151,192.168.242.97,xiaojiawei@qq.com,大一,3152,42278,0.7497,192.168.22.233,2023/04/21 16:33,https://www.2.com,700
1003152,192.168.120.20,xiaojiawei@qq.com,大一,3153,51612,0.9651,192.168.197.177,2023/04/21 17:07,http://www.88.cn,700
